Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type
16.33,0,0.052,3,167.31,1999,1,0,0
11.53,0,0.082,0,144.04,2009,1,1,3
14.64,2,0.042,6,151.58,2009,1,1,3
12.97,1,0.025,9,114.48,2009,1,1,3
11.0,0,0.053,3,135.31,2009,1,1,3
14.72,1,0.099,8,176.1,1987,0,1,2
12.65,0,0.072,6,187.61,1999,1,0,0
12.9,1,0.025,8,76.23,1998,2,2,1
12.98,0,0.021,10,124.86,2009,1,1,3
11.57,0,0.116,4,131.07,2009,1,1,3
11.37,1,0.133,9,111.2,1987,0,1,2
12.39,2,0.116,4,128.98,2009,1,1,3
13.77,0,0.024,6,153.21,2009,1,1,3
13.16,0,0.061,13,185.32,1999,1,0,0
12.74,2,0.048,1,162.51,2009,1,1,3
13.73,1,0.031,8,171.24,1987,0,1,2
12.17,0,0.026,6,131.74,2009,1,1,3
11.99,0,0.049,1,121.01,2009,1,1,3
13.62,0,0.036,6,196.11,1987,0,1,2
16.92,1,0.015,8,220.66,1999,1,0,0
13.86,0,0.061,14,152.03,2009,1,1,3
11.38,0,0.089,0,134.69,1998,2,2,1
9.45,0,0.057,5,102.98,1998,2,2,1
14.75,0,0.076,13,187.48,1987,0,1,2
14.55,2,0.009,6,179.65,1987,0,1,2
14.11,0,0.129,14,183.29,1987,0,1,2
10.37,2,0.06,14,105.52,1998,2,2,1
11.51,1,0.064,8,161.13,2009,1,1,3
14.3,1,0.023,9,126.98,2009,1,1,3
10.32,0,0.14,6,163.29,2009,1,1,3
9.75,0,0.116,4,117.8,1998,2,2,1
12.09,0,0.018,13,111.35,2009,1,1,3
12.22,2,0.148,0,126.41,2009,1,1,3
16.66,2,0.082,6,239.49,1999,1,0,0
13.43,0,0.185,14,129.18,2009,1,1,3
11.41,1,0.071,8,120.3,2009,1,1,3
10.6,0,0.12,15,120.41,1987,0,1,2
13.02,2,0.009,0,126.55,2009,1,1,3
12.8,2,0.068,14,164.3,2009,1,1,3
16.09,2,0.058,13,229.63,1999,1,0,0
12.95,2,0.032,2,106.82,2009,1,1,3
11.21,2,0.021,13,123.32,2009,1,1,3
16.14,2,0.028,6,129.92,2009,1,1,3
13.49,2,0.051,3,121.63,2009,1,1,3
13.91,0,0.022,6,132.72,2009,1,1,3
16.83,0,0.051,4,173.25,1999,1,0,0
11.41,1,0.028,11,116.59,2009,1,1,3
13.62,1,0.064,9,173.0,1999,1,0,0
15.53,0,0.024,0,184.27,1987,0,1,2
10.74,2,0.022,13,135.31,2009,1,1,3
14.8,1,0.061,9,174.32,1999,1,0,0
13.06,0,0.026,5,161.47,2009,1,1,3
12.19,0,0.137,13,140.54,2009,1,1,3
16.8,1,0.029,8,179.01,1999,1,0,0
10.34,0,0.052,4,163.11,2009,1,1,3
11.58,0,0.038,6,143.92,2009,1,1,3
17.5,2,0.106,6,171.36,1999,1,0,0
11.48,2,0.073,3,143.69,2009,1,1,3
16.0,0,0.048,1,177.06,1987,0,1,2
6.82,0,0.063,3,112.74,1998,2,2,1
16.82,0,0.113,4,140.14,1999,1,0,0
9.56,2,0.045,10,129.4,1987,0,1,2
10.04,0,0.038,2,159.94,2009,1,1,3
16.39,0,0.072,13,175.0,1999,1,0,0
9.13,2,0.03,10,81.96,1998,2,2,1
12.57,1,0.102,8,219.33,1987,0,1,2
12.55,0,0.033,5,145.81,2009,1,1,3
17.66,2,0.116,1,175.58,1999,1,0,0
15.21,1,0.008,9,127.08,2009,1,1,3
11.37,0,0.07,13,120.33,2009,1,1,3
15.27,2,0.038,0,168.12,1999,1,0,0
11.23,1,0.065,8,175.35,2009,1,1,3
11.26,1,0.126,9,100.62,1998,2,2,1
15.41,0,0.116,4,181.24,1987,0,1,2
10.55,1,0.179,9,96.39,1998,2,2,1
14.78,2,0.083,13,160.61,1999,1,0,0
10.15,0,0.032,6,135.64,2009,1,1,3
13.95,1,0.141,8,136.71,2009,1,1,3
14.12,0,0.099,0,126.73,2009,1,1,3
15.23,0,0.089,13,196.51,1999,1,0,0
13.29,1,0.055,9,192.75,1987,0,1,2
14.56,0,0.041,4,173.87,1999,1,0,0
12.77,0,0.08,6,113.63,2009,1,1,3
14.92,0,0.057,4,161.57,1999,1,0,0
12.62,0,0.055,10,149.6,2009,1,1,3
15.56,1,0.117,9,203.69,1999,1,0,0
10.82,0,0.035,0,150.24,2009,1,1,3
14.05,2,0.113,4,140.02,2009,1,1,3
10.32,1,0.09,9,151.9,2009,1,1,3
17.42,0,0.092,5,156.15,1999,1,0,0
10.24,0,0.016,10,169.41,2009,1,1,3
15.19,0,0.017,4,174.23,1987,0,1,2
11.18,2,0.076,4,154.45,2009,1,1,3
9.81,2,0.129,4,92.15,1998,2,2,1
14.7,0,0.103,12,148.61,2009,1,1,3
12.17,0,0.057,3,132.28,2009,1,1,3
14.58,0,0.128,6,149.01,2009,1,1,3
11.88,2,0.076,4,198.5,1999,1,0,0
7.39,0,0.012,6,113.4,1998,2,2,1
12.18,2,0.12,13,125.96,2009,1,1,3
12.66,0,0.036,1,145.71,2009,1,1,3
13.71,2,0.092,13,180.21,1999,1,0,0
12.83,0,0.03,3,95.15,1987,0,1,2
13.28,0,0.032,6,132.4,2009,1,1,3
12.42,0,0.081,14,142.88,2009,1,1,3
15.13,2,0.125,10,203.55,1999,1,0,0
11.51,0,0.052,6,147.13,2009,1,1,3
10.88,2,0.031,10,138.9,2009,1,1,3
14.54,2,0.162,0,191.76,1987,0,1,2
8.86,1,0.099,9,129.0,1998,2,2,1
13.47,2,0.017,6,102.19,2009,1,1,3
15.1,0,0.292,6,151.74,1987,0,1,2
11.03,0,0.093,14,132.08,2009,1,1,3
10.31,0,0.017,6,153.91,2009,1,1,3
13.4,0,0.088,5,148.79,2009,1,1,3
14.82,0,0.054,6,152.24,1987,0,1,2
11.17,1,0.044,9,122.37,2009,1,1,3
13.47,0,0.184,6,154.78,2009,1,1,3
14.84,2,0.054,0,112.86,2009,1,1,3
14.92,2,0.067,3,187.06,1987,0,1,2
10.76,1,0.052,9,189.07,2009,1,1,3
15.39,1,0.006,11,179.95,1987,0,1,2
12.51,0,0.118,15,173.4,2009,1,1,3
10.59,0,0.119,10,72.59,1998,2,2,1
11.4,0,0.047,13,101.58,1998,2,2,1
8.25,0,0.123,4,100.0,1998,2,2,1
14.48,2,0.019,10,158.6,1987,0,1,2
12.24,0,0.089,10,181.93,1987,0,1,2
11.3,0,0.174,6,121.44,2009,1,1,3
11.07,2,0.14,13,132.45,2009,1,1,3
17.77,0,0.113,5,191.63,1999,1,0,0
9.89,2,0.012,0,131.75,2009,1,1,3
17.46,0,0.121,6,230.51,1999,1,0,0
12.59,1,0.02,11,146.65,2009,1,1,3
11.83,1,0.096,11,182.95,1987,0,1,2
15.64,0,0.016,5,155.88,1999,1,0,0
10.84,0,0.023,0,116.45,1987,0,1,2
10.65,0,0.046,5,160.56,2009,1,1,3
11.62,0,0.082,13,139.95,2009,1,1,3
9.68,0,0.018,7,153.33,2009,1,1,3
10.23,0,0.123,7,182.45,2009,1,1,3
12.93,0,0.026,6,144.85,2009,1,1,3
10.56,0,0.184,5,159.22,2009,1,1,3
11.51,2,0.044,6,128.68,2009,1,1,3
15.66,2,0.044,0,134.56,2009,1,1,3
11.15,0,0.14,7,126.41,2009,1,1,3
14.35,0,0.044,4,166.92,1999,1,0,0
13.3,0,0.034,6,98.5,2009,1,1,3
14.96,0,0.09,4,139.19,2009,1,1,3
13.19,0,0.235,13,141.68,2009,1,1,3
14.38,0,0.119,3,131.19,1999,1,0,0
14.37,2,0.076,5,173.74,1999,1,0,0
14.16,1,0.102,9,172.4,1999,1,0,0
11.05,0,0.112,14,120.27,2009,1,1,3
11.67,2,0.033,5,124.51,2009,1,1,3
14.98,1,0.14,9,187.98,1987,0,1,2
12.79,2,0.045,3,152.02,2009,1,1,3
11.94,0,0.067,14,175.92,2009,1,1,3
12.41,2,0.026,7,118.27,2009,1,1,3
14.82,1,0.142,8,158.87,1987,0,1,2
16.41,1,0.105,9,206.79,1999,1,0,0
11.87,0,0.025,0,113.36,2009,1,1,3
9.35,0,0.174,10,137.23,2009,1,1,3
10.03,0,0.047,4,140.57,2009,1,1,3
13.33,0,0.015,13,147.52,2009,1,1,3
11.28,2,0.03,5,149.32,1998,2,2,1
15.46,1,0.026,9,171.83,1987,0,1,2
13.87,0,0.1,14,178.64,1999,1,0,0
10.58,0,0.016,6,144.73,2009,1,1,3
10.7,0,0.041,0,160.61,2009,1,1,3
14.1,2,0.031,10,155.49,2009,1,1,3
11.71,0,0.085,4,151.65,2009,1,1,3
10.88,0,0.063,3,143.66,2009,1,1,3
13.92,0,0.057,13,185.58,1987,0,1,2
14.62,2,0.027,13,162.41,1999,1,0,0
11.89,0,0.111,4,172.07,2009,1,1,3
12.22,0,0.034,5,130.54,2009,1,1,3
13.26,2,0.191,6,148.31,2009,1,1,3
11.13,0,0.053,14,124.54,2009,1,1,3
11.89,1,0.03,8,122.19,2009,1,1,3
16.34,2,0.112,6,184.46,1999,1,0,0
13.54,2,0.076,1,210.34,1987,0,1,2
14.08,0,0.077,5,128.96,2009,1,1,3
13.42,0,0.054,14,144.38,1999,1,0,0
13.86,0,0.039,3,146.29,2009,1,1,3
8.18,0,0.021,13,118.86,1998,2,2,1
11.2,0,0.104,6,143.69,2009,1,1,3
10.29,0,0.047,6,101.5,1998,2,2,1
11.53,2,0.2,5,154.69,2009,1,1,3
12.4,0,0.041,0,141.18,2009,1,1,3
8.68,0,0.111,7,116.3,1998,2,2,1
11.24,2,0.071,5,153.15,2009,1,1,3
11.45,0,0.039,10,125.43,2009,1,1,3
12.15,0,0.055,13,144.7,2009,1,1,3
12.55,0,0.019,1,150.82,2009,1,1,3
13.83,2,0.025,13,143.46,2009,1,1,3
6.99,2,0.023,6,90.88,1998,2,2,1
10.48,1,0.021,9,92.45,1998,2,2,1
14.31,0,0.161,6,110.16,2009,1,1,3
13.12,1,0.036,11,149.56,2009,1,1,3
18.39,1,0.074,9,179.17,1999,1,0,0
11.98,0,0.052,5,141.31,2009,1,1,3
13.62,2,0.113,0,114.03,2009,1,1,3
11.57,0,0.136,14,155.25,2009,1,1,3
15.67,2,0.078,4,145.48,1987,0,1,2
10.71,1,0.028,8,118.86,1987,0,1,2
11.88,2,0.062,6,123.43,2009,1,1,3
10.69,0,0.127,0,115.27,1987,0,1,2
13.13,0,0.01,3,152.0,2009,1,1,3
15.11,0,0.185,6,123.26,2009,1,1,3
13.62,0,0.035,13,173.85,1999,1,0,0
11.03,0,0.058,6,166.44,2009,1,1,3
14.69,1,0.037,8,158.44,1987,0,1,2
15.23,2,0.167,13,133.2,2009,1,1,3
11.84,0,0.108,5,211.87,1987,0,1,2
16.11,0,0.039,3,183.43,1999,1,0,0
13.12,1,0.038,9,148.43,2009,1,1,3
12.64,0,0.021,15,172.89,2009,1,1,3
13.25,1,0.14,8,180.9,1999,1,0,0
8.97,0,0.094,0,67.06,1998,2,2,1
13.92,0,0.074,3,180.0,1999,1,0,0
9.75,1,0.152,8,132.28,1987,0,1,2
13.44,0,0.039,0,187.76,1999,1,0,0
11.88,2,0.07,13,130.83,2009,1,1,3
13.28,2,0.029,5,163.0,2009,1,1,3
9.89,0,0.104,4,113.13,1998,2,2,1
14.39,2,0.043,10,110.8,2009,1,1,3
11.94,1,0.08,9,143.98,2009,1,1,3
13.23,0,0.03,13,154.73,2009,1,1,3
12.86,0,0.186,6,154.02,2009,1,1,3
10.78,1,0.114,11,164.09,2009,1,1,3
11.07,0,0.066,4,87.06,1998,2,2,1
11.19,1,0.049,9,95.12,1998,2,2,1
11.27,0,0.014,0,146.13,2009,1,1,3
13.6,0,0.082,5,159.22,2009,1,1,3
12.05,0,0.032,4,131.9,2009,1,1,3
15.72,0,0.042,10,170.4,1987,0,1,2
11.09,0,0.052,14,149.17,2009,1,1,3
15.56,0,0.075,5,157.89,1999,1,0,0
13.33,0,0.009,14,143.06,2009,1,1,3
13.49,2,0.03,13,156.83,2009,1,1,3
16.76,0,0.081,15,169.25,1999,1,0,0
10.18,3,0.152,14,144.85,2009,1,1,3
13.18,1,0.175,8,100.1,2009,1,1,3
12.39,0,0.034,1,143.74,2009,1,1,3
13.15,1,0.113,8,141.61,2009,1,1,3
13.24,1,0.074,9,142.7,2009,1,1,3
12.12,2,0.076,5,112.44,2009,1,1,3
13.04,0,0.019,4,107.5,2009,1,1,3
12.38,0,0.071,5,136.45,2009,1,1,3
13.54,2,0.081,6,153.27,2009,1,1,3
10.96,0,0.07,6,135.63,2009,1,1,3
10.81,0,0.089,14,82.99,1998,2,2,1
14.57,1,0.049,9,142.88,2009,1,1,3
13.45,2,0.092,6,169.24,1987,0,1,2
12.15,1,0.012,8,128.65,2009,1,1,3
8.66,0,0.052,4,99.31,1998,2,2,1
10.13,1,0.015,9,135.17,2009,1,1,3
10.52,0,0.058,7,132.88,2009,1,1,3
14.07,0,0.046,4,199.61,1987,0,1,2
11.41,0,0.029,7,136.83,2009,1,1,3
8.3,0,0.041,3,88.82,1998,2,2,1
13.01,0,0.121,13,166.37,2009,1,1,3
12.31,0,0.086,4,137.47,2009,1,1,3
12.85,2,0.023,14,135.02,2009,1,1,3
13.28,0,0.061,3,175.71,1987,0,1,2
12.6,2,0.025,5,137.95,2009,1,1,3
11.27,0,0.081,13,144.13,2009,1,1,3
16.01,0,0.105,10,148.16,1999,1,0,0
13.03,0,0.151,1,129.73,2009,1,1,3
12.75,0,0.036,13,166.65,2009,1,1,3
15.36,2,0.113,3,114.93,2009,1,1,3
13.1,0,0.007,4,176.31,1987,0,1,2
16.04,0,0.051,14,200.74,1999,1,0,0
11.12,0,0.16,14,90.55,1998,2,2,1
14.31,0,0.031,13,173.3,1999,1,0,0
10.78,0,0.154,7,106.5,1998,2,2,1
8.61,3,0.013,5,82.74,1998,2,2,1
12.26,0,0.128,6,146.47,2009,1,1,3
10.49,0,0.016,13,142.38,2009,1,1,3
9.55,0,0.108,3,92.17,1998,2,2,1
14.7,0,0.026,5,140.6,2009,1,1,3
12.39,0,0.188,13,140.38,2009,1,1,3
15.67,0,0.036,7,180.71,1987,0,1,2
13.87,0,0.043,4,130.68,2009,1,1,3
9.5,0,0.191,10,83.78,1998,2,2,1
14.15,0,0.065,6,216.16,1999,1,0,0
15.74,0,0.019,13,208.82,1999,1,0,0
13.18,3,0.047,0,164.47,2009,1,1,3
15.19,0,0.191,6,154.18,1987,0,1,2
12.94,0,0.028,7,174.83,1987,0,1,2
10.32,2,0.063,0,101.95,1998,2,2,1
13.39,0,0.117,4,151.09,2009,1,1,3
15.93,2,0.073,3,117.25,2009,1,1,3
14.36,1,0.013,9,110.36,2009,1,1,3
12.11,0,0.051,0,110.75,2009,1,1,3
16.2,0,0.017,13,218.74,1999,1,0,0
14.31,1,0.078,9,131.83,2009,1,1,3
12.7,0,0.076,3,128.19,2009,1,1,3
16.18,0,0.093,1,202.49,1999,1,0,0
9.37,2,0.014,0,102.9,1998,2,2,1
8.53,2,0.079,10,183.03,2009,1,1,3
14.67,1,0.041,9,184.14,1987,0,1,2
12.69,2,0.184,5,146.86,2009,1,1,3
11.3,0,0.029,6,130.27,2009,1,1,3
12.74,0,0.053,6,199.62,1998,2,2,1
11.56,0,0.024,6,93.65,1998,2,2,1
15.91,2,0.09,5,163.64,1987,0,1,2
14.52,0,0.054,14,184.39,1987,0,1,2
9.56,0,0.174,6,146.97,2009,1,1,3
14.09,2,0.042,6,176.25,1987,0,1,2
14.36,2,0.085,1,150.85,2009,1,1,3
11.42,0,0.041,5,147.65,2009,1,1,3
13.12,0,0.088,14,144.82,2009,1,1,3
10.6,0,0.147,4,146.23,2009,1,1,3
17.01,0,0.026,3,175.36,1999,1,0,0
11.72,0,0.024,6,150.15,2009,1,1,3
8.06,0,0.07,3,83.66,1998,2,2,1
11.42,1,0.14,9,137.81,2009,1,1,3
13.54,3,0.031,5,190.24,1987,0,1,2
12.1,3,0.009,6,125.98,2009,1,1,3
12.58,0,0.12,14,141.38,2009,1,1,3
9.61,1,0.075,9,114.56,1998,2,2,1
12.92,1,0.118,9,161.75,2009,1,1,3
13.5,2,0.048,4,148.26,2009,1,1,3
14.37,2,0.039,6,197.79,1987,0,1,2
13.02,2,0.112,4,161.96,2009,1,1,3
12.4,2,0.122,13,132.64,2009,1,1,3
11.37,2,0.033,2,122.56,2009,1,1,3
12.51,2,0.121,0,149.62,2009,1,1,3
10.98,2,0.031,13,168.61,2009,1,1,3
13.95,0,0.073,1,104.83,2009,1,1,3
8.98,1,0.026,9,123.34,1998,2,2,1
15.02,1,0.033,8,187.98,1987,0,1,2
14.16,0,0.071,6,194.9,1987,0,1,2
12.09,3,0.023,15,154.35,2009,1,1,3
15.06,0,0.053,6,164.06,1999,1,0,0
13.02,0,0.053,2,150.45,2009,1,1,3
15.31,0,0.047,10,191.25,1987,0,1,2
15.63,1,0.106,9,151.5,1999,1,0,0
14.76,1,0.109,8,113.74,1999,1,0,0
11.63,0,0.027,13,136.45,2009,1,1,3
10.79,0,0.043,5,102.29,1998,2,2,1
10.19,2,0.031,3,149.76,2009,1,1,3
13.63,0,0.085,4,131.89,2009,1,1,3
12.15,2,0.015,0,171.07,1999,1,0,0
15.85,2,0.034,10,201.73,1999,1,0,0
13.38,0,0.061,3,150.45,2009,1,1,3
14.11,0,0.048,0,154.17,2009,1,1,3
11.35,0,0.007,13,151.05,2009,1,1,3
11.27,0,0.061,6,103.91,1998,2,2,1
13.79,0,0.016,0,177.82,1999,1,0,0
15.49,0,0.099,3,193.1,1999,1,0,0
10.97,0,0.024,7,144.32,2009,1,1,3
13.32,2,0.022,13,124.28,2009,1,1,3
13.33,0,0.102,10,154.71,2009,1,1,3
13.65,0,0.041,0,171.43,1987,0,1,2
16.44,0,0.233,13,124.57,2009,1,1,3
12.35,0,0.094,4,182.43,1987,0,1,2
10.88,0,0.115,13,116.02,1987,0,1,2
13.17,2,0.047,4,119.32,2009,1,1,3
10.11,0,0.09,14,136.13,2009,1,1,3
12.54,0,0.043,13,160.15,2009,1,1,3
14.11,0,0.159,0,146.49,2009,1,1,3
9.04,2,0.016,0,121.11,1998,2,2,1
12.69,1,0.022,8,150.53,2009,1,1,3
11.5,0,0.095,4,186.75,1987,0,1,2
10.46,0,0.026,0,127.12,2009,1,1,3
11.44,0,0.092,5,102.98,1998,2,2,1
12.75,3,0.056,6,227.47,1999,1,0,0
12.91,3,0.031,3,146.91,2009,1,1,3
11.96,0,0.018,13,151.35,2009,1,1,3
14.44,0,0.037,10,163.21,1987,0,1,2
13.58,0,0.113,15,87.17,1987,0,1,2
10.22,1,0.024,9,186.52,2009,1,1,3
15.58,0,0.013,4,163.08,1999,1,0,0
11.84,2,0.021,10,88.85,1998,2,2,1
15.49,0,0.159,3,209.62,1999,1,0,0
13.08,2,0.051,14,160.56,2009,1,1,3
13.14,0,0.131,3,170.49,1987,0,1,2
14.24,2,0.071,4,157.54,1987,0,1,2
13.25,0,0.2,15,198.32,1987,0,1,2
11.95,3,0.041,3,135.58,2009,1,1,3
10.21,0,0.081,3,97.17,1998,2,2,1
14.25,1,0.014,9,135.66,2009,1,1,3
18.12,0,0.116,4,210.29,1999,1,0,0
17.23,0,0.057,0,175.07,1999,1,0,0
15.14,2,0.088,13,182.81,1987,0,1,2
11.63,0,0.045,14,103.77,1987,0,1,2
9.66,0,0.039,13,117.44,1998,2,2,1
10.18,2,0.077,0,154.03,2009,1,1,3
10.34,0,0.292,2,81.19,1998,2,2,1
12.62,0,0.086,3,111.48,2009,1,1,3
12.87,0,0.146,10,148.05,2009,1,1,3
13.47,1,0.089,9,174.12,1987,0,1,2
9.68,0,0.03,3,130.73,1987,0,1,2
15.06,0,0.292,13,159.13,1999,1,0,0
10.65,0,0.055,13,154.47,2009,1,1,3
11.52,0,0.184,3,135.91,2009,1,1,3
8.57,0,0.061,5,120.74,1998,2,2,1
14.06,2,0.046,1,208.62,1999,1,0,0
14.71,2,0.107,4,193.86,1987,0,1,2
16.31,2,0.048,6,179.03,1999,1,0,0
7.87,0,0.033,3,96.69,1998,2,2,1
12.56,2,0.008,13,133.35,2009,1,1,3
13.91,2,0.01,3,130.9,2009,1,1,3
10.21,2,0.026,6,88.16,1998,2,2,1
10.63,1,0.073,11,115.43,1987,0,1,2
14.53,1,0.095,11,147.44,2009,1,1,3
12.28,1,0.16,9,172.16,2009,1,1,3
13.66,0,0.064,0,149.54,2009,1,1,3
16.26,0,0.174,12,128.94,2009,1,1,3
16.05,0,0.066,13,183.0,1999,1,0,0
4.0,0,0.077,13,75.44,1998,2,2,1
12.22,0,0.025,13,123.19,2009,1,1,3
12.98,0,0.137,5,147.22,2009,1,1,3
12.24,1,0.176,9,122.93,2009,1,1,3
12.27,0,0.178,7,113.12,2009,1,1,3
10.27,0,0.04,0,169.39,2009,1,1,3
16.33,1,0.142,9,187.24,1999,1,0,0
13.21,0,0.013,3,113.6,2009,1,1,3
16.32,2,0.018,14,174.02,1987,0,1,2
15.49,0,0.054,4,136.38,2009,1,1,3
12.12,2,0.12,6,151.5,2009,1,1,3
9.04,1,0.011,9,81.64,1998,2,2,1
12.92,0,0.04,14,172.64,1987,0,1,2
12.92,2,0.064,13,147.15,2009,1,1,3
9.51,1,0.107,8,155.31,2009,1,1,3
11.97,0,0.031,13,141.82,2009,1,1,3
6.44,0,0.007,4,79.33,1998,2,2,1
12.58,1,0.073,8,118.43,2009,1,1,3
10.02,0,0.076,6,79.16,1998,2,2,1
10.39,0,0.105,7,145.29,2009,1,1,3
12.84,1,0.028,8,135.56,2009,1,1,3
11.46,2,0.038,6,106.69,1987,0,1,2
15.76,0,0.046,13,176.65,1987,0,1,2
12.15,0,0.033,13,120.05,1999,1,0,0
11.31,0,0.036,6,112.2,1987,0,1,2
11.35,0,0.016,6,171.34,2009,1,1,3
10.15,0,0.022,6,108.61,1998,2,2,1
11.32,2,0.112,13,120.45,2009,1,1,3
11.04,2,0.024,6,134.17,2009,1,1,3
15.9,0,0.023,10,188.02,1999,1,0,0
13.86,1,0.124,9,168.03,1987,0,1,2
11.21,2,0.057,10,124.42,2009,1,1,3
14.85,2,0.013,4,122.66,2009,1,1,3
15.05,2,0.12,6,198.53,1999,1,0,0
13.38,2,0.014,3,165.02,2009,1,1,3
13.69,0,0.034,5,141.72,2009,1,1,3
10.78,2,0.152,5,135.65,2009,1,1,3
14.68,0,0.027,6,139.47,2009,1,1,3
11.69,0,0.151,2,144.35,2009,1,1,3
13.27,2,0.074,1,202.24,1987,0,1,2
14.14,0,0.093,6,178.59,1999,1,0,0
14.76,2,0.152,13,96.1,2009,1,1,3
9.35,2,0.126,1,111.24,1987,0,1,2
15.01,2,0.041,10,196.9,1999,1,0,0
10.33,2,0.042,6,159.97,2009,1,1,3
11.35,0,0.036,6,129.96,2009,1,1,3
12.91,0,0.063,4,159.11,2009,1,1,3
10.55,0,0.078,6,192.06,2009,1,1,3
14.11,0,0.029,6,186.12,1987,0,1,2
11.57,0,0.08,6,172.28,2009,1,1,3
14.71,2,0.067,5,165.13,1999,1,0,0
10.41,0,0.122,0,148.13,2009,1,1,3
6.78,0,0.057,6,119.22,1998,2,2,1
17.34,1,0.076,8,229.58,1999,1,0,0
16.07,1,0.053,9,200.63,1999,1,0,0
12.98,2,0.055,10,167.99,2009,1,1,3
12.52,1,0.052,9,141.3,2009,1,1,3
15.12,2,0.047,14,208.25,1999,1,0,0
12.39,0,0.014,0,149.52,2009,1,1,3
9.36,1,0.036,8,122.03,1998,2,2,1
8.99,2,0.075,4,107.5,1998,2,2,1
14.83,2,0.021,14,147.13,2009,1,1,3
13.8,0,0.091,0,149.53,2009,1,1,3
15.29,0,0.113,0,155.21,1999,1,0,0
15.88,0,0.018,14,155.4,1999,1,0,0
16.35,2,0.108,0,145.62,1999,1,0,0
9.14,0,0.055,3,132.11,1987,0,1,2
10.94,1,0.015,11,161.22,2009,1,1,3
16.81,0,0.111,4,180.56,1999,1,0,0
14.11,2,0.023,5,167.1,1987,0,1,2
16.62,2,0.013,5,183.11,1999,1,0,0
10.97,0,0.156,6,175.71,2009,1,1,3
14.33,0,0.035,13,112.98,2009,1,1,3
11.18,0,0.042,4,115.08,1987,0,1,2
14.46,3,0.017,10,169.11,1999,1,0,0
11.42,0,0.081,6,163.88,2009,1,1,3
13.55,0,0.186,0,66.75,1998,2,2,1
12.11,0,0.129,14,153.05,2009,1,1,3
13.62,0,0.085,7,91.51,2009,1,1,3
14.3,0,0.02,4,126.68,2009,1,1,3
14.74,0,0.085,7,187.29,1987,0,1,2
13.76,2,0.063,5,157.3,2009,1,1,3
14.73,0,0.143,13,165.1,1998,2,2,1
13.27,0,0.07,5,131.16,2009,1,1,3
14.53,0,0.016,10,181.25,1987,0,1,2
8.9,2,0.032,3,122.61,1998,2,2,1
7.14,0,0.011,6,109.27,1998,2,2,1
13.16,2,0.29,10,100.73,2009,1,1,3
13.65,0,0.071,5,135.3,2009,1,1,3
10.03,2,0.096,13,151.05,2009,1,1,3
12.84,0,0.067,2,162.37,2009,1,1,3
13.48,0,0.024,6,144.6,2009,1,1,3
13.66,1,0.083,9,176.33,1999,1,0,0
13.49,0,0.178,6,184.74,1999,1,0,0
16.7,2,0.129,5,134.75,1987,0,1,2
10.07,2,0.006,10,104.49,1998,2,2,1
11.55,0,0.028,10,111.89,1987,0,1,2
13.32,0,0.025,13,92.42,1987,0,1,2
11.49,1,0.043,9,153.24,2009,1,1,3
11.93,0,0.058,1,119.61,2009,1,1,3
11.86,2,0.067,10,113.66,2009,1,1,3
11.15,0,0.027,10,133.09,2009,1,1,3
10.95,0,0.12,3,121.71,2009,1,1,3
13.52,2,0.033,10,184.12,1999,1,0,0
18.61,1,0.063,11,171.14,1999,1,0,0
12.31,0,0.035,1,136.34,2009,1,1,3
10.25,1,0.038,8,82.21,1998,2,2,1
12.19,0,0.039,5,143.54,2009,1,1,3
10.24,1,0.067,9,146.43,2009,1,1,3
12.64,0,0.141,3,143.37,2009,1,1,3
14.71,2,0.05,10,167.8,1999,1,0,0
10.12,0,0.098,3,112.07,1998,2,2,1
16.59,0,0.056,3,185.99,1999,1,0,0
18.04,3,0.045,13,171.3,1999,1,0,0
13.52,2,0.093,13,197.19,1987,0,1,2
14.31,2,0.035,14,191.13,1987,0,1,2
13.6,2,0.057,14,168.31,1987,0,1,2
12.85,2,0.074,10,140.26,2009,1,1,3
14.09,2,0.017,13,168.81,1999,1,0,0
10.6,0,0.053,6,141.22,2009,1,1,3
14.5,0,0.122,3,167.28,1998,2,2,1
15.0,0,0.161,6,202.46,1999,1,0,0
15.42,0,0.046,5,153.07,1999,1,0,0
9.44,1,0.085,8,118.9,1998,2,2,1
11.44,0,0.096,3,118.25,2009,1,1,3
10.39,0,0.01,10,132.22,2009,1,1,3
11.33,1,0.083,8,161.45,2009,1,1,3
13.22,2,0.036,6,162.57,2009,1,1,3
14.38,2,0.055,6,185.57,1987,0,1,2
10.19,2,0.025,3,165.24,2009,1,1,3
16.95,2,0.034,6,151.42,1987,0,1,2
7.33,2,0.039,10,81.44,1998,2,2,1
10.85,0,0.027,3,62.8,1998,2,2,1
12.91,2,0.017,13,87.98,1987,0,1,2
10.55,0,0.188,1,130.38,2009,1,1,3
13.72,0,0.057,13,120.09,2009,1,1,3
12.6,2,0.024,6,144.95,2009,1,1,3
11.63,0,0.004,5,174.42,2009,1,1,3
8.24,2,0.071,5,125.42,1998,2,2,1
15.52,1,0.007,11,183.35,1987,0,1,2
10.08,1,0.154,8,119.91,1987,0,1,2
12.03,1,0.026,8,112.02,2009,1,1,3
15.77,2,0.006,3,158.1,1999,1,0,0
